date_notif,zone_sante,province,sexe_norm,tranche_age,n_alertes,n_suspects,n_suspects_lien_epi,n_preleves,n_recus,n_analyses,n_echantillons_valides,n_confirmes,n_deces,n_deces_suspects,n_deces_confirmes,n_gueri
2026-05-21T00:00:00.000000,Nyankunde,Ituri,Masculin,45-64 ans,1,1,0,0,0,0,0,0,1,1,0,0
2026-05-21T00:00:00.000000,Rwampara,Ituri,Feminin,15-24 ans,1,1,0,0,0,0,0,0,0,0,0,0
2026-05-21T00:00:00.000000,Rwampara,Ituri,Feminin,25-44 ans,3,3,3,1,0,0,0,0,0,0,0,0
2026-05-19T00:00:00.000000,nk Goma,nk Nord Kivu,Feminin,45-64 ans,1,1,0,1,0,0,0,0,0,0,0,0
2026-05-19T00:00:00.000000,nk Goma,nk Nord Kivu,Masculin,15-24 ans,2,2,0,2,0,0,0,0,1,1,0,0
2026-05-19T00:00:00.000000,nk Goma,nk Nord Kivu,Masculin,25-44 ans,2,2,0,2,0,0,0,0,0,0,0,0
2026-05-19T00:00:00.000000,nk Goma,nk Nord Kivu,Masculin,45-64 ans,1,1,0,1,0,0,0,0,0,0,0,0
2026-05-21T00:00:00.000000,Rwampara,Ituri,Feminin,45-64 ans,2,2,1,2,1,1,1,0,0,0,0,0
2026-05-21T00:00:00.000000,Rwampara,Ituri,Masculin,0-4 ans,2,1,0,1,0,0,0,0,0,0,0,0
2026-05-21T00:00:00.000000,Rwampara,Ituri,Masculin,15-24 ans,2,2,0,2,1,1,1,1,1,0,1,0
